date,price
2020-10-06,0.89
2020-10-07,0.88
2020-10-08,0.88
2020-10-09,0.85
2020-10-10,0.84
2020-10-11,0.84
2020-10-12,0.84
2020-10-13,0.82
2020-10-14,0.85
2020-10-15,0.85
2020-10-16,0.85
2020-10-17,0.85
2020-10-18,0.85
2020-10-19,0.85
2020-10-20,0.85
2020-10-21,0.84
2020-10-22,0.84
2020-10-23,0.84
2020-10-24,0.84
2020-10-25,0.84
2020-10-26,0.84
2020-10-27,0.84
2020-10-28,0.84
2020-10-29,0.85
2020-10-30,0.85
2020-10-31,0.85
2020-11-01,0.87
2020-11-02,0.89
2020-11-03,0.92
2020-11-04,0.88
2020-11-05,0.9
2020-11-06,0.92
2020-11-07,0.88
2020-11-08,0.86
2020-11-09,0.85
2020-11-10,0.84
2020-11-11,0.84
2020-11-12,0.85
2020-11-13,0.82
2020-11-14,0.84
2020-11-15,0.84
2020-11-16,0.84
2020-11-17,0.84
2020-11-18,0.84
2020-11-19,0.84
2020-11-20,0.84
2020-11-21,0.84
2020-11-22,0.84
2020-11-23,0.84
2020-11-24,0.84
2020-11-25,0.84
2020-11-26,0.84
2020-11-27,0.84
2020-11-28,0.84
2020-11-29,0.83
2020-11-30,0.83
2020-12-01,0.83
2020-12-02,0.87
2020-12-03,0.92
2020-12-04,0.88
2020-12-05,0.9
2020-12-06,0.92
2020-12-07,0.88
2020-12-08,0.86
2020-12-09,0.85
2020-12-10,0.85
2020-12-11,0.85
2020-12-12,0.85
2020-12-13,0.84
2020-12-14,0.83
2020-12-15,0.82
2020-12-16,0.82
2020-12-17,0.82
2020-12-18,0.81
2020-12-19,0.81
2020-12-20,0.82
2020-12-21,0.82
2020-12-22,0.82
2020-12-23,0.82
2020-12-24,0.82
2020-12-25,0.82
2020-12-26,0.82
2020-12-27,0.82
2020-12-28,0.82
2020-12-29,0.82
2020-12-30,0.81
2020-12-31,0.81
2021-01-01,0.81
2021-01-02,0.82
2021-01-03,0.82
2021-01-04,0.83
2021-01-05,0.85
2021-01-06,0.83
2021-01-07,0.82
2021-01-08,0.84
2021-01-09,0.84
2021-01-10,0.84
2021-01-11,0.86
2021-01-12,0.86
2021-01-13,0.88
2021-01-14,0.82
2021-01-15,0.82
2021-01-16,0.82
2021-01-17,0.82
2021-01-18,0.83
2021-01-19,0.83
2021-01-20,0.82
2021-01-21,0.82
2021-01-22,0.82
2021-01-23,0.82
2021-01-24,0.82
2021-01-25,0.82
2021-01-26,0.82
2021-01-27,0.82
2021-01-28,0.82
2021-01-29,0.82
2021-01-30,0.82
2021-01-31,0.82
2021-02-01,0.82
2021-02-02,0.83
2021-02-03,0.83
2021-02-04,0.83
2021-02-05,0.85
2021-02-06,0.83
2021-02-07,0.82
2021-02-08,0.84
2021-02-09,0.84
2021-02-10,0.84
2021-02-11,0.85
2021-02-12,0.86
2021-02-13,0.88
2021-02-14,0.86
2021-02-15,0.84
2021-02-16,0.82
2021-02-17,0.82
2021-02-18,0.83
2021-02-19,0.83
2021-02-20,0.82
2021-02-21,0.82
2021-02-22,0.82
2021-02-23,0.82
2021-02-24,0.82
2021-02-25,0.82
2021-02-26,0.82
2021-02-27,0.82
2021-02-28,0.82
2021-03-01,0.83
2021-03-02,0.83
2021-03-03,0.83
2021-03-04,0.83
2021-03-05,0.83
2021-03-06,0.83
2021-03-07,0.82
2021-03-08,0.83
2021-03-09,0.84
2021-03-10,0.84
2021-03-11,0.85
2021-03-12,0.86
2021-03-13,0.88
2021-03-14,0.87
2021-03-15,0.85
2021-03-16,0.84
2021-03-17,0.84
2021-03-18,0.83
2021-03-19,0.83
2021-03-20,0.84
2021-03-21,0.84
2021-03-22,0.84
2021-03-23,0.84
2021-03-24,0.84
2021-03-25,0.84
2021-03-26,0.85
2021-03-27,0.85
2021-03-28,0.85
2021-03-29,0.85
2021-03-30,0.85
2021-03-31,0.85
2021-04-01,0.85
2021-04-02,0.81
2021-04-03,0.83
2021-04-04,0.83
2021-04-05,0.83
2021-04-06,0.83
2021-04-07,0.82
2021-04-08,0.83
2021-04-09,0.84
2021-04-10,0.85
2021-04-11,0.86
2021-04-12,0.86
2021-04-13,0.85
2021-04-14,0.84
2021-04-15,0.83
2021-04-16,0.83
2021-04-17,0.83
2021-04-18,0.83
2021-04-19,0.83
2021-04-20,0.83
2021-04-21,0.83
2021-04-22,0.83
2021-04-23,0.83
2021-04-24,0.83
2021-04-25,0.83
2021-04-26,0.83
2021-04-27,0.83
2021-04-28,0.83
2021-04-29,0.82
2021-04-30,0.82
2021-05-01,0.82
2021-05-02,0.81
2021-05-03,0.83
2021-05-04,0.83
2021-05-05,0.85
2021-05-06,0.83
2021-05-07,0.84
2021-05-08,0.84
2021-05-09,0.84
2021-05-10,0.85
2021-05-11,0.86
2021-05-12,0.86
2021-05-13,0.84
2021-05-14,0.83
2021-05-15,0.82
2021-05-16,0.82
2021-05-17,0.82
2021-05-18,0.82
2021-05-19,0.82
2021-05-20,0.82
2021-05-21,0.82
2021-05-22,0.82
2021-05-23,0.82
2021-05-24,0.82
2021-05-25,0.82
2021-05-26,0.82
2021-05-27,0.82
2021-05-28,0.82
2021-05-29,0.82
2021-05-30,0.82
2021-05-31,0.82
2021-06-01,0.82
2021-06-02,0.81
2021-06-03,0.82
2021-06-04,0.83
2021-06-05,0.84
2021-06-06,0.83
2021-06-07,0.83
2021-06-08,0.84
2021-06-09,0.84
2021-06-10,0.84
2021-06-11,0.86
2021-06-12,0.87
2021-06-13,0.88
2021-06-14,0.85
2021-06-15,0.82
2021-06-16,0.82
2021-06-17,0.82
2021-06-18,0.83
2021-06-19,0.84
2021-06-20,0.84
2021-06-21,0.84
2021-06-22,0.84
2021-06-23,0.84
2021-06-24,0.84
2021-06-25,0.84
2021-06-26,0.84
2021-06-27,0.84
2021-06-28,0.84
2021-06-29,0.84
2021-06-30,0.84
2021-07-01,0.84
2021-07-02,0.81
2021-07-03,0.82
2021-07-04,0.83
2021-07-05,0.84
2021-07-06,0.82
2021-07-07,0.82
2021-07-08,0.84
2021-07-09,0.84
2021-07-10,0.84
2021-07-11,0.86
2021-07-12,0.87
2021-07-13,0.88
2021-07-14,0.84
2021-07-15,0.84
2021-07-16,0.84
2021-07-17,0.85
2021-07-18,0.85
2021-07-19,0.85
2021-07-20,0.85
2021-07-21,0.85
2021-07-22,0.85
2021-07-23,0.85
2021-07-24,0.85
2021-07-25,0.85
2021-07-26,0.85
2021-07-27,0.85
2021-07-28,0.85
2021-07-29,0.8370937243333693
2021-07-30,0.8418858679251408
2021-07-31,0.8405726256702253
2021-08-01,0.8400130371551767
2021-08-02,0.8447442124456339
2021-08-03,0.8405199250518718
2021-08-04,0.8468012319986209
2021-08-05,0.8352885326407359
2021-08-06,0.8394581223468787
2021-08-07,0.84643507412101
2021-08-08,0.8428833266314673
2021-08-09,0.8496900342223955
2021-08-10,0.8518813431123688
2021-08-11,0.8463491517908641
2021-08-12,0.8507067963667131
2021-08-13,0.8475880857371714
2021-08-14,0.8396247008151788
2021-08-15,0.8404964316489202
2021-08-16,0.8404579256976578
2021-08-17,0.8497795667074082
2021-08-18,0.8558488285389292
2021-08-19,0.8532712125470758
2021-08-20,0.8527539650010364
2021-08-21,0.8513047518111315
2021-08-22,0.8516163107230037
2021-08-23,0.8512480646526589
2021-08-24,0.8493108299456931
2021-08-25,0.853728863681254
2021-08-26,0.8453044926849723
2021-08-27,0.8438402385617754
2021-08-28,0.841730204427735
2021-08-29,0.8411214108312012
2021-08-30,0.842502180474265
2021-08-31,0.8425623336203167
2021-09-01,0.8383918316960958
2021-09-02,0.7725340952358543
2021-09-03,0.8364763156093507
2021-09-04,0.834761905913097
2021-09-05,0.828327805201056
2021-09-06,0.8372624272092926
2021-09-07,0.8354522118845138
2021-09-08,0.8385861534174313
2021-09-09,0.840575044016159
2021-09-10,0.8404734681801372
2021-09-11,0.8407002279614904
2021-09-12,0.8360703593642008
2021-09-13,0.8456870291211197
2021-09-14,0.8385613152494067
2021-09-15,0.8423201486741256
2021-09-16,0.831348240381543
2021-09-17,0.8367026871914602
2021-09-18,0.8481109453356818
2021-09-19,0.8452962351501314
2021-09-20,0.8480140054857894
2021-09-21,0.8532299296860423
2021-09-22,0.8468862008955483
2021-09-23,0.8476525747998348
2021-09-24,0.8488632149822901
2021-09-25,0.8510612049756917
2021-09-26,0.8510853481902482
2021-09-27,0.8488514524781005
2021-09-28,0.857909271652488
2021-09-29,0.8645530318569467
2021-09-30,0.8593997240555943
2021-10-01,0.8611529563443534
2021-10-02,0.858651416517726
2021-10-03,0.8625195574412627
2021-10-04,0.8607513681578858
2021-10-05,0.8660332934545418
2021-10-06,0.8590109782306082
2021-10-07,0.8641622143463096
2021-10-08,0.8643182582041768
2021-10-09,0.866014247825271
2021-10-10,0.8671945350981785
2021-10-11,0.8708551254177503
2021-10-12,0.8678750755112279
2021-10-13,0.8665687336333632
2021-10-14,0.8650048129791085
2021-10-15,0.8634223764282919
2021-10-16,0.8598255738510773
2021-10-17,0.8613189702479875
2021-10-18,0.8616430913064244
2021-10-19,0.863487620371927
2021-10-20,0.860384114760936
2021-10-21,0.853746836342121
2021-10-22,0.8584934091369122
2021-10-23,0.8599926376058362
2021-10-24,0.858511103562157
2021-10-25,0.8616024637811458
2021-10-26,0.861364805761293
2021-10-27,0.8635156152664983
2021-10-28,0.8676537722508506
2021-10-29,0.8556148320590713
2021-10-30,0.864454034482915
2021-10-31,0.8623043571000628
2021-11-01,0.8642058499799047
2021-11-02,0.8622631844883724
2021-11-03,0.862759950126314
2021-11-04,0.8630014090875084
2021-11-05,0.8633847761759836
2021-11-06,0.8663011187753068
2021-11-07,0.8676563842994776
2021-11-08,0.8677604439716434
2021-11-09,0.8599572929940772
2021-11-10,0.8655764934841161
2021-11-11,0.8701569006878195
2021-11-12,0.8703570920161322
2021-11-13,0.8716760754456868
2021-11-14,0.8687884711968306
2021-11-15,0.8601328480395731
2021-11-16,0.8691956813799114
2021-11-17,0.880199666670485
2021-11-18,0.8774821331371214
2021-11-19,0.8840686923612119
2021-11-20,0.8818893763521932
2021-11-21,0.8787896071122044
2021-11-22,0.8874265025922776
2021-11-23,0.886166261919334
2021-11-24,0.8860876589746652
2021-11-25,0.8903060530482214
2021-11-26,0.8825291284011283
2021-11-27,0.8881679411510623
2021-11-28,0.8857139265552949
2021-11-29,0.8745539199175651
2021-11-30,0.8756644204079022
2021-12-01,0.8741847856440842
2021-12-02,0.8754415295372299
2021-12-03,0.8837635007723554
2021-12-04,0.8835298163690847
2021-12-05,0.8842678452666475
2021-12-06,0.8841472405534047
2021-12-07,0.8833708965517113
2021-12-08,0.8853031235720388
2021-12-09,0.8778574841503479
2021-12-10,0.8864269720497361
2021-12-11,0.8884753410087005
2021-12-12,0.8810335183217973
2021-12-13,0.8840147832315973
2021-12-14,0.8858948987679343
2021-12-15,0.8874831796583351
2021-12-16,0.8857851821753618
2021-12-17,0.8811195002086003
2021-12-18,0.8830500701834539
2021-12-19,0.8828700482983708
2021-12-20,0.8856040531015158
2021-12-21,0.877328242140358
2021-12-22,0.8769781769700715
2021-12-23,0.8768314272040112
2021-12-24,0.8755117710132966
2021-12-25,0.8782335115596561
2021-12-26,0.8761727243150874
2021-12-27,0.8782223883622566
2021-12-28,0.8817093726305211
2021-12-29,0.8793856138623147
2021-12-30,0.8822587398131805
2021-12-31,0.8786082815888691
2022-01-01,0.8788320114208682
2022-01-02,0.8786270667567567
2022-01-03,0.8734237307456139
2022-01-04,0.881323665865054
2022-01-05,0.8848405494884071
2022-01-06,0.8824584832442898
2022-01-07,0.8846754731181787
2022-01-08,0.8796476185457132
2022-01-09,0.8790107098105384
2022-01-10,0.8818405531454501
2022-01-11,0.8818258826947442
2022-01-12,0.8792643498808752
2022-01-13,0.8747071714787957
2022-01-14,0.8718305612556486
2022-01-15,0.8744324803720928
2022-01-16,0.8739300785213817
2022-01-17,0.8748523087556411
2022-01-18,0.8762908156686855
2022-01-19,0.881919632158779
2022-01-20,0.8809664024898519
2022-01-21,0.8881620795484109
2022-01-22,0.8847572830943629
2022-01-23,0.882648043548721
2022-01-24,0.8805101657541645
2022-01-25,0.8867482805038973
2022-01-26,0.8848659801649768
2022-01-27,0.8894034366967367
2022-01-28,0.9013692043749484
2022-01-29,0.8976979400402757
2022-01-30,0.8985147841109546
2022-01-31,0.8979117569518593
2022-02-01,0.8905432575106822
2022-02-02,0.8878648558291691
2022-02-03,0.8850536135278059
2022-02-04,0.8755807203207043
2022-02-05,0.8833701310552563
2022-02-06,0.8740012257601218
2022-02-07,0.8741975933116047
2022-02-08,0.8747928175727886
2022-02-09,0.8761187903170062
2022-02-10,0.8763990675089588
2022-02-11,0.8737160175068719
2022-02-12,0.8814666195373879
2022-02-13,0.881000908409926
2022-02-14,0.882166813927968
2022-02-15,0.8851210550784334
2022-02-16,0.8815254691733811
2022-02-17,0.8813165493643415
2022-02-18,0.8798643421351459
2022-02-19,0.8823743819506799
2022-02-20,0.8826067762289745
2022-02-21,0.8867971279673235
2022-02-22,0.8839520783309998
2022-02-23,0.8821340451660677
2022-02-24,0.8856000873915433
2022-02-25,0.8939457753645068
2022-02-26,0.8906752135966063
2022-02-27,0.8900267337496087
2022-02-28,0.89510340463812
2022-03-01,0.8916911998855971
2022-03-02,0.898521583223836
2022-03-03,0.9002437715347756
2022-03-04,0.9041898108592472
2022-03-05,0.9153110402821436
2022-03-06,0.9147564328493824
2022-03-07,0.9215494250067472
2022-03-08,0.9218277282262368
2022-03-09,0.9187577592676546
2022-03-10,0.904614264384005
2022-03-11,0.9107012235615332
2022-03-12,0.918275493852388
2022-03-13,0.9167152438655674
2022-03-14,0.917763383347268
2022-03-15,0.9144793179746046
2022-03-16,0.913001300594169
2022-03-17,0.909818571524306
2022-03-18,0.9036264669110908
2022-03-19,0.9084004579044724
2022-03-20,0.9076036594827694
2022-03-21,0.9066947578306318
2022-03-22,0.9098217584963124
2022-03-23,0.9079176105073408
2022-03-24,0.9087658950094746
2022-03-25,0.9114480859823516
2022-03-26,0.9109539955143507
2022-03-27,0.9125078765900244
2022-03-28,0.9113057425345042
2022-03-29,0.9094144489113496
2022-03-30,0.9034972384059872
2022-03-31,0.8986754570725031
2022-04-01,0.9047183774042769
2022-04-02,0.907162394153125
2022-04-03,0.909318068389383
2022-04-04,0.909215315695009
2022-04-05,0.9127166385641956
2022-04-06,0.9176075873068053
2022-04-07,0.9178157280795416
2022-04-08,0.9202469360901196
2022-04-09,0.9229803096783924
2022-04-10,0.9200450080849448
2022-04-11,0.919636141997952
2022-04-12,0.9205634596663528
2022-04-13,0.9245263256773868
2022-04-14,0.9195374056708814
2022-04-15,0.9253582612085596
2022-04-16,0.9260997118175583
2022-04-17,0.9265635801914684
2022-04-18,0.92305396261245
2022-04-19,0.9272904832101008
2022-04-20,0.9261035289289234
2022-04-21,0.9220684720958549
2022-04-22,0.9235141657291616
2022-04-23,0.9253888527654136
2022-04-24,0.925360574118172
2022-04-25,0.92556365406426
2022-04-26,0.934267348145407
2022-04-27,0.938828584160864
2022-04-28,0.9462431536822744
2022-04-29,0.9494682511355528
2022-04-30,0.948285956776278
2022-05-01,0.9468066828253656
2022-05-02,0.94766620948967
2022-05-03,0.9494570511771776
2022-05-04,0.9489688849280666
2022-05-05,0.9429892602823388
2022-05-06,0.9468248464448332
2022-05-07,0.9476901615824802
2022-05-08,0.9485518843218734
2022-05-09,0.9503117879670088
2022-05-10,0.948173810533807
2022-05-11,0.9487773866050327
2022-05-12,0.9434620206343398
2022-05-13,0.960519273692034
2022-05-14,0.9623101847105964
2022-05-15,0.9574981494567616
2022-05-16,0.9575195774166718
2022-05-17,0.9604191823339016
2022-05-18,0.9498192715307784
2022-05-19,0.9570047300122388
2022-05-20,0.9469377845933524
2022-05-21,0.95346763236038
2022-05-22,0.9492935039912088
2022-05-23,0.9537748957041264
2022-05-24,0.93661969196368
2022-05-25,0.9304181362096692
2022-05-26,0.9329038886393456
2022-05-27,0.9315033384366808
2022-05-28,0.9321886948364504
2022-05-29,0.9356558958336152
2022-05-30,0.9340017015607252
2022-05-31,0.9308368443964774
2022-06-01,0.9286127510379256
2022-06-02,0.9357468719653188
2022-06-03,0.9280123132611864
2022-06-04,0.929500124629758
2022-06-05,0.9295834777663003
2022-06-06,0.9310022737051488
2022-06-07,0.936170800141239
2022-06-08,0.9302252357913626
2022-06-09,0.9303704686500592
2022-06-10,0.9417157717543178
2022-06-11,0.950539830265771
2022-06-12,0.9508040025014836
2022-06-13,0.9456453691245508
2022-06-14,0.9581436431162031
2022-06-15,0.9585605596592583
2022-06-16,0.9564879222654572
2022-06-17,0.9486497642783828
2022-06-18,0.9491736978936088
2022-06-19,0.9468969849854452
2022-06-20,0.9485443487545296
2022-06-21,0.952954108843817
2022-06-22,0.9469666552429176
2022-06-23,0.9445416905896424
2022-06-24,0.945427596883828
2022-06-25,0.9448781507902002
2022-06-26,0.9521356052965108
2022-06-27,0.9555259719331228
2022-06-28,0.9510083173984558
2022-06-29,0.9545354666731464
2022-06-30,0.9590557656253144
2022-07-01,0.968846333095624
2022-07-02,0.9639397160282156
2022-07-03,0.9638715130608024
2022-07-04,0.964874548362006
2022-07-05,0.9597124729014026
2022-07-06,0.9727397943395334
2022-07-07,0.9796306730535842
2022-07-08,0.9809314697788574
2022-07-09,0.9851536465135454
2022-07-10,0.9789503540710558
2022-07-11,0.9827020184646652
2022-07-12,0.9937367480148376
2022-07-13,0.9958817122696793
2022-07-14,0.9971921435765216
2022-07-15,0.9910914204153424
2022-07-16,0.990319666470683
2022-07-17,0.986322705233516
2022-07-18,0.990599525468018
2022-07-19,0.9868557398809434
2022-07-20,0.9764468437347016
2022-07-21,0.9857455131653942
2022-07-22,0.9760644232978342
2022-07-23,0.9772506253246738
2022-07-24,0.9815310356168688
2022-07-25,0.9824459077209547
2022-07-26,0.9783198155810854
2022-07-27,0.9908338265117328
2022-07-28,0.9803814180395308
2022-07-29,0.9812245940329766
2022-07-30,0.9793150851342326
2022-07-31,0.9816724049566332
2022-08-01,0.9792871034191812
2022-08-02,0.9776830693414436
2022-08-03,0.9852918606562516
2022-08-04,0.9844286150470072
2022-08-05,0.9779296309132623
2022-08-06,0.9810271059938264
2022-08-07,0.9818668652648872
2022-08-08,0.9812490812828368
2022-08-09,0.9930655537980824
2022-08-10,0.9820607089264872
2022-08-11,0.9716657630980278
2022-08-12,0.971367321667288
2022-08-13,0.975398817455982
2022-08-14,0.9755580252086052
2022-08-15,0.9771247669020942
2022-08-16,0.9818745285786156
2022-08-17,0.9813521563426112
2022-08-18,0.9864934693616136
2022-08-19,0.986625888781356
2022-08-20,0.9947857270719324
2022-08-21,0.9939953650042592
2022-08-22,0.9979820313424188
2022-08-23,1.0004530464334234
2022-08-24,1.0002370599838837
2022-08-25,1.001566611902533
2022-08-26,1.0033308122058198
2022-08-27,1.0031604149333175
2022-08-28,0.9997698318036252
2022-08-29,1.0000173554679364
2022-08-30,0.9987898099451136
2022-08-31,0.9972554437539344
2022-09-01,0.9973283911115366
2022-09-02,1.00175386114699
2022-09-03,1.0029392397728971
2022-09-04,1.0042710575368703
2022-09-05,1.0044793096614375
2022-09-06,1.0004358421086832
2022-09-07,1.0107463800937029
2022-09-08,1.0003842318394875
2022-09-09,0.9986800901481664
2022-09-10,0.9923576714209188
2022-09-11,0.9917277376661784
2022-09-12,0.994297577644425
2022-09-13,0.989216910711336
2022-09-14,1.0011404173310745
2022-09-15,0.9995638115317328
2022-09-16,1.0010829001496628
2022-09-17,0.9995457287527292
2022-09-18,0.9991761804617092
2022-09-19,0.997978478971686
2022-09-20,0.9981571348949516
2022-09-21,1.00181688823062
2022-09-22,1.012482746711174
2022-09-23,1.0151624081883488
2022-09-24,1.0294504149411998
2022-09-25,1.030754264130726
2022-09-26,1.032748408489132
2022-09-27,1.0435539728216987
2022-09-28,1.04203946156796
2022-09-29,1.0303005854244631
2022-09-30,1.0192337620725864
2022-10-01,1.0215592129417428
2022-10-02,1.0218527549044367
2022-10-03,1.0236742695082404
2022-10-04,1.0192910861992093
2022-10-05,1.0044155593059054
2022-10-06,1.009879419649935
2022-10-07,1.023236250589914
2022-10-08,1.0263094487018205
2022-10-09,1.0251217081309214
2022-10-10,1.0251619145913178
2022-10-11,1.0337598794496443
2022-10-12,1.0297821731649883
2022-10-13,1.0357022243956513
2022-10-14,1.023892758072824
2022-10-15,1.0294431187157649
2022-10-16,1.0285046758714964
2022-10-17,1.0305593307072003
2022-10-18,1.0192739350549058
2022-10-19,1.0185849639986018
2022-10-20,1.0254444855122595
2022-10-21,1.023794069011263
2022-10-22,1.0173580650555216
2022-10-23,1.0199495105674756
2022-10-24,1.0181872441980178
2022-10-25,1.017252892701613
2022-10-26,1.0107406580507925
2022-10-27,0.9929540903297164
2022-10-28,1.003774899453982
2022-10-29,1.0138246782997784
2022-10-30,1.0131766639313584
2022-10-31,1.0054389976312907
2022-11-01,1.0201699131824276
2022-11-02,1.0203004391344597
2022-11-03,1.0177828940781972
2022-11-04,1.0183289899416088
2022-11-05,1.0154081695101635
2022-11-06,1.0151706250764012
2022-11-07,1.0133037179077955
2022-11-08,1.014067990174528
2022-11-09,1.008517145579737
2022-11-10,1.006979151951772
2022-11-11,0.9918849358062414
2022-11-12,0.9855149718812768
2022-11-13,0.9872973094712584
2022-11-14,0.9715957141094176
2022-11-15,0.9936969902801476
2022-11-16,0.9690060085875426
2022-11-17,0.9657924324881972
2022-11-18,0.9768178247920614
2022-11-19,0.9713958383305334
2022-11-20,0.967721833854158
2022-11-21,0.9711757277377704
2022-11-22,0.9847431865427972
2022-11-23,0.9724756890621958
2022-11-24,0.9607165002808792
